Symbol	Name	Currency	Exchange	Instrument.Long.Name	Isin	Segment.code	Sector.code
CLIN	CLINIGEN GROUP PLC	GBX	LSE	ORD 0.1P	GB00B89J2419	AMSM	AS50
SAA	M&C SAATCHI PLC	GBX	LSE	ORD 1P	GB00B01F7T14	AMSM	AS50
MJW	MAJESTIC WINE PLC	GBX	LSE	ORD 7.5P	GB00B021F836	AMSM	AS50
CAM	CAMELLIA PLC	GBX	LSE	ORD 10P	GB0001667087	AMSM	AS50
STAF	STAFFLINE GROUP PLC	GBX	LSE	ORD 10P	GB00B040L800	AMSM	AS50
NUM	NUMIS CORPORATION PLC	GBX	LSE	ORD 5P	GB00B05M6465	AMSM	AS50
BRK	BROOKS MACDONALD GROUP PLC	GBX	LSE	ORD 1P	GB00B067N833	AMSM	AS50
CAKE	PATISSERIE HOLDINGS PLC	GBX	LSE	ORD 1P	GB00BM4NV504	AMSM	AS50
TCM	TELIT COMMUNICATIONS PLC	GBX	LSE	ORD 1P	GB00B06GM726	AMSM	AS50
GAMA	GAMMA COMMUNICATIONS PLC	GBX	LSE	ORD 0.25P	GB00BQS10J50	AMSM	AS50
FEVR	FEVERTREE DRINKS PLC	GBX	LSE	ORD 0.25P	GB00BRJ9BJ26	AMSM	AS50
JHD	JAMES HALSTEAD PLC	GBX	LSE	ORD 5P	GB00B0LS8535	AMSM	AS50
AMS	ADVANCED MEDICAL SOLUTIONS GRP PLC	GBX	LSE	ORD 5P	GB0004536594	AMSM	AS50
JSG	JOHNSON SERVICE GROUP PLC	GBX	LSE	ORD 10P	GB0004762810	AMSM	AS50
DTG	DART GROUP PLC	GBX	LSE	ORD 1.25P	GB00B1722W11	AMSM	AS50
NICL	NICHOLS PLC	GBX	LSE	ORD 10P	GB0006389398	AMSM	AS50
POLR	POLAR CAPITAL HOLDINGS PLC	GBX	LSE	ORD 2.5P	GB00B1GCLT25	AMSM	AS50
VTU	VERTU MOTORS PLC	GBX	LSE	ORD 10P	GB00B1GK4645	AMSM	AS50
AVN	AVANTI COMMUNICATIONS GROUP PLC	GBX	LSE	ORD 1P	GB00B1VCNQ84	AMSM	AS50
ABC	ABCAM PLC	GBX	LSE	ORD 0.2P	GB00B6774699	AMSM	AS50
SCPA	SCAPA GROUP PLC	GBX	LSE	ORD 5P	GB0007281198	AMSM	AS50
WTG	WATCHSTONE GROUP PLC	GBX	LSE	ORD 10P	GB00BYNBFN51	AMSM	AS50
TFW	THORPE(F.W.) PLC	GBX	LSE	ORD 1P	GB00BC9ZLX92	AMSM	AS50
GBG	GB GROUP PLC	GBX	LSE	ORD 2.5P	GB0006870611	AMSM	AS50
RCN	REDCENTRIC PLC	GBX	LSE	ORD 0.1P	GB00B7TW1V39	AMSM	AS50
RNWH	RENEW HOLDINGS PLC	GBX	LSE	ORD 10P	GB0005359004	AMSM	AS50
GHH	GOOCH & HOUSEGO PLC	GBX	LSE	ORD 20P	GB0002259116	AMSM	AS50
EPO	EARTHPORT PLC	GBX	LSE	ORD 10P	GB00B0DFPF10	AMSM	AS50
YNGN	YOUNG & CO'S BREWERY PLC	GBX	LSE	NON VTG ORD 12.5P	GB00B2NDK989	AMSM	AS50
CVR	CONVIVIALITY PLC	GBX	LSE	ORD 0.02P	GB00BC7H5F74	AMSM	AS50
PWS	PINEWOOD GROUP PLC	GBX	LSE	ORD 10P	GB00B00KLG25	AMSM	AS50
ASC	ASOS PLC	GBX	LSE	ORD 3.5P	GB0030927254	AMSM	AS50
3LEG	3LEGS RESOURCES PLC	GBX	LSE	ORD 0.025P	IM00B52P5P72	AMSM	AM25
UCP	UCP PLC	GBX	LSE	ORD 1P	IM00B1HWL911	AMSM	AM25
TMT	TMT INVESTMENTS PLC	USD	LSE	ORD NPV	JE00B3RQZ289	AMSM	AM25
LDP	LEED RESOURCES PLC	GBX	LSE	ORD 0.1P	GB00B3XT3Q15	AMSM	AM25
UKR	UKRPRODUCT GROUP LD	GBX	LSE	ORD 10P	GB00B03HK741	AMSM	AM25
GEL	GREKA ENGINEERING & TECHNOLOGY LTD.	GBX	LSE	ORD USD0.00001 (DI)	KYG411211074	AMSM	AM25
MLD	MIRLAND DEVELOPMENT CORP. PLC	GBX	LSE	ORD USD0.01	CY0100141015	AMSM	AM25
CZA	COAL OF AFRICA LIMITED	GBX	LSE	ORD NPV	AU000000CZA6	AMSM	AM25
RMP	RED EMPEROR RESOURCES NL	GBX	LSE	ORD NPV (DI)	AU000000RMP0	AMSM	AM25
RHM	RESOURCE HOLDING MANAGEMENT LD	GBX	LSE	ORD USD0.10 (DI)	KYG7531H1083	AMSM	AM25
PXOG	PROSPEX OIL AND GAS PLC	GBX	LSE	ORD 1P	GB00BW4NPC58	AMSM	AM25
BZM	BELLZONE MINING PLC	GBX	LSE	ORD NPV	JE00B3N0SJ29	AMSM	AM25
IOM	IOMART GROUP PLC	GBX	LSE	ORD 1P	GB0004281639	AMSM	AF50
RWS	RWS HOLDINGS PLC	GBX	LSE	ORD 1P	GB00BVFCZV34	AMSM	AE50
EMIS	EMIS GROUP PLC	GBX	LSE	ORD 1P	GB00B61D1Y04	AMSM	AE50
AN.	ALTERNATIVE NETWORKS PLC	GBX	LSE	ORD 0.125P	GB00B05KXX82	AMSM	AE50
GEM	GEMFIELDS PLC	GBX	LSE	ORD 1P	GB00B0HX1083	AMSM	AE50
MUL	MULBERRY GROUP PLC	GBX	LSE	ORD 5P	GB0006094303	AMSM	AE50
SXX	SIRIUS MINERALS PLC	GBX	LSE	ORD 0.25P	GB00B0DG3H29	AMSM	AE50
REDD	REDDE PLC	GBX	LSE	ORD 0.1P	GB00BLWF0R63	AMSM	AE50
GWP	GW PHARMACEUTICALS PLC	GBX	LSE	ORD 0.1P	GB0030544687	AMSM	AE50
MERC	MERCIA TECHNOLOGIES PLC	GBX	LSE	ORD 0.001P	GB00BSL71W47	ASQ1	AMQ1
CHOC	UNITED CACAO LIMITED SEZC	GBX	LSE	ORD USD0.001 (DI)	KYG9271M1078	ASQ1	AMQ1
TUNE	FOCUSRITE PLC	GBX	LSE	ORD 0.1P	GB00BSBMW716	ASQ1	AMQ1
QP.	QUANTUM PHARMA PLC	GBX	LSE	ORD 10P	GB00BRTL8Q42	ASQ1	AMQ1
MTPH	MIDATECH PHARMA PLC	GBX	LSE	ORD 0.005P	GB00BRTL9B63	ASQ1	AMQ1
GFIN	GFINITY PLC	GBX	LSE	ORD 0.1P	GB00BT9QD572	ASQ1	AMQ1
REDX	REDX PHARMA PLC	GBX	LSE	ORD 1P	GB00BSNB6S51	ASQ1	AMQ1
WPHO	WINDAR PHOTONICS PLC	GBX	LSE	ORD 1P	GB00BTFR4F17	ASQ1	AMQ1
GIPO	GRAND GROUP INVESTMENT PLC	GBX	LSE	ORD £0.00004 (DI)	KYG405631014	ASQ1	AMQ1
MXCP	MXC CAPITAL LIMITED	GBX	LSE	ORD NPV	GG00BSBMMK42	ASQ1	AMQ1
MMH	MARSHALL MOTOR HOLDINGS PLC	GBX	LSE	ORD 64P	GB00BVYB2Q58	ASQ1	AMQ1
MTFB	MOTIF BIO PLC	GBX	LSE	ORD 1P	GB00BVVT4H71	ASQ1	AMQ1
TPOP	PEOPLE'S OPERATOR PLC (THE)	GBX	LSE	ORD GBP0.0005	GB00BSJWQH14	ASQ1	AMQ1
BILB	BILBY PLC	GBX	LSE	ORD 10P	GB00BV9GHQ09	ASQ1	AMQ1
TECH	TECHFINANCIALS INC	GBX	LSE	ORD USD0.0005 (DI)	VGG870911077	ASQ1	AMQ1
ADA	ADAMS PLC	EUR	LSE	ORD EUR0.01	IM00B986V543	ASQ1	AMQ1
MANX	MANX TELECOM PLC	GBX	LSE	ORD 0.2P	IM00BHY3RF70	ASQ1	AMQ1
CROS	CROSSRIDER PLC	GBX	LSE	ORD USD0.0001	IM00BQ8NYV14	ASQ1	AMQ1
LEF	LUDGATE ENVIRONMENTAL FD LD	GBX	LSE	ORD NPV	JE00B1YW3102	ASQ1	AMQ1
MBO	MOBILITYONE LD	GBX	LSE	ORD 2.5P	JE00B1Z48326	ASQ1	AMQ1
ACHP	ASIA CERAMICS HOLDINGS PLC	GBX	LSE	ORD 0.5P	JE00B3PVQ001	ASQ1	AMQ1
MASA	MASAWARA PLC	GBX	LSE	ORD USD0.01	JE00B42XFD25	ASQ1	AMQ1
AEG	ACTIVE ENERGY GROUP PLC	GBX	LSE	ORD 1P	GB00B1YMN108	ASQ1	AMQ1
DAIP	DAILY INTERNET PLC	GBX	LSE	ORD 0.5P	GB00B1Z8BM45	ASQ1	AMQ1
ORCP	ORACLE COALFIELDS PLC	GBX	LSE	ORD 0.1P	GB00B23JN426	ASQ1	AMQ1
TRCS	TRACSIS PLC	GBX	LSE	ORD 0.4P	GB00B28HSF71	ASQ1	AMQ1
EDR	EGDON RESOURCES PLC	GBX	LSE	ORD 1P	GB00B28YML29	ASQ1	AMQ1
INFA	INFRASTRATA PLC	GBX	LSE	ORD 1P	GB00B28YMP66	ASQ1	AMQ1
NTQ	ENTEQ UPSTREAM PLC	GBX	LSE	ORD 1P	GB00B41Q8Q68	ASQ1	AMQ1
ASTO	ASSETCO PLC	GBX	LSE	ORD 10P	GB00B42VYZ16	ASQ1	AMQ1
SCN	SACOVEN PLC	GBX	LSE	SHS 0.1P	JE00B7YH8W36	ASQ1	AMQ1
FXI	FUSIONEX INTERNATIONAL PLC	GBX	LSE	ORD NPV	JE00B8BL8C53	ASQ1	AMQ1
SYQ	SYQIC PLC	GBX	LSE	ORD NPV	JE00BF5S6G17	ASQ1	AMQ1
AHCG	ACTION HOTELS PLC	GBX	LSE	ORD 10P	JE00BFZD1492	ASQ1	AMQ1
GLS	GALASYS PLC	GBX	LSE	ORD NPV	JE00BKWBXC36	ASQ1	AMQ1
SIXH	600 GROUP PLC	GBX	LSE	ORD 1P	GB0008121641	ASQ1	AMQ1
NAR	NORTHAMBER PLC	GBX	LSE	ORD 1P	GB00B2Q99X01	ASQ1	AMQ1
MOGP	MOUNTFIELD GROUP PLC	GBX	LSE	ORD 0.1P	GB00B3CQW227	ASQ1	AMQ1
BVXP	BIOVENTIX PLC	GBX	LSE	ORD 5P	GB00B4QVDF07	ASQ1	AMQ1
BLV	BELVOIR LETTINGS PLC	GBX	LSE	ORD 1P	GB00B4QY1P51	ASQ1	AMQ1
CAMB	CAMBRIA AUTOMOBILES PLC	GBX	LSE	ORD 10P	GB00B4R32X65	ASQ1	AMQ1
LTG	LEARNING TECHNOLOGIES GROUP PLC	GBX	LSE	ORD 0.375P	GB00B4T7HX10	ASQ1	AMQ1
WINK	M WINKWORTH PLC	GBX	LSE	ORD 0.5P	GB00B4TT7L53	ASQ1	AMQ1
AFHP	AFH FINANCIAL GROUP PLC	GBX	LSE	ORD 10P	GB00B4W5WQ08	ASQ1	AMQ1
SML	STRATEGIC MINERALS PLC	GBX	LSE	ORD 0.1P	GB00B4W8PD74	ASQ1	AMQ1
SNTY	SYNETY GROUP PLC	GBX	LSE	ORD 20P	GB00B4XS5145	ASQ1	AMQ1
CCAP	CHARLEMAGNE CAPITAL LD	GBX	LSE	ORD USD0.01	KYG2052F1028	ASQ1	AMQ1
CTAG	CLOUDTAG INC.	GBX	LSE	ORD 0.1P (DI)	KYG2215A1076	ASQ1	AMQ1
FCRM	FULCRUM UTILITY SERVICES LD	GBX	LSE	ORD 0.1P (DI)	KYG368851047	ASQ1	AMQ1
QIL	QANNAS INVESTMENTS LIMITED	USD	LSE	ORD NPV (DI)	KYG7306P1037	ASQ1	AMQ1
CCT	CHARACTER GROUP PLC	GBX	LSE	ORD 5P	GB0008976119	ASQ1	AMQ1
OXP	OXFORD PHARMASCIENCE GROUP PLC	GBX	LSE	ORD 0.1P	GB00B3LXPB43	ASQ1	AMQ1
DPP	DP POLAND PLC	GBX	LSE	ORD 0.5P	GB00B3Q74M51	ASQ1	AMQ1
INS	INSTEM  PLC	GBX	LSE	ORD 10P	GB00B3TQCK30	ASQ1	AMQ1
DOTD	DOTDIGITAL GROUP PLC	GBX	LSE	ORD 0.5P	GB00B3W40C23	ASQ1	AMQ1
PURI	PURICORE PLC	GBX	LSE	ORD 10P	GB00B3XBCR18	ASQ1	AMQ1
PIL	PRODUCE INVESTMENTS PLC	GBX	LSE	ORD 1P	GB00B3ZGBY47	ASQ1	AMQ1
GMAA	GAMA AVIATION PLC	GBX	LSE	ORD 1P	GB00B3ZP1526	ASQ1	AMQ1
CAF	CHINA AFRICA RESOURCES PLC	GBX	LSE	ORD 1P	GB00B3ZW6Z85	ASQ1	AMQ1
MSYS	MICROSAIC SYSTEMS PLC	GBX	LSE	ORD 0.25P	GB00B547ZY09	ASQ1	AMQ1
SPHR	SPHERE MEDICAL HOLDING PLC	GBX	LSE	ORD 1P	GB00B551W951	ASQ1	AMQ1
NBNK	NBNK INVESTMENTS PLC	GBX	LSE	ORD 10P	GB00B58GVN47	ASQ1	AMQ1
WYG	WYG PLC	GBX	LSE	ORD 0.1P	GB00B5N5WH70	ASQ1	AMQ1
TRX	TISSUE REGENIX GROUP PLC	GBX	LSE	ORD 0.5P	GB00B5SGVL29	ASQ1	AMQ1
INSE	INSPIRED ENERGY PLC	GBX	LSE	ORD 0.125P	GB00B5TZC716	ASQ1	AMQ1
IKA	ILIKA PLC	GBX	LSE	ORD 1P	GB00B608Z994	ASQ1	AMQ1
FCR	FERRUM CRESCENT LD	GBX	LSE	ORD NPV (DI)	AU000000FCR2	ASQ1	AMQ1
JPRL	JUPITER ENERGY LIMITED	GBX	LSE	ORD NPV (DI)	AU000000JPR6	ASQ1	AMQ1
MNC	METMINCO LD	GBX	LSE	ORD NPV	AU000000MNC7	ASQ1	AMQ1
WLFE	WOLF MINERALS LIMITED	GBX	LSE	ORD NPV (DI)	AU000000WLF3	ASQ1	AMQ1
DGS	DIGITAL GLOBE SERVICES, LTD.	GBX	LSE	COM SHS USD0.001 (DI)	BMG2870A1036	ASQ1	AMQ1
WSP	WYNNSTAY PROPERTIES PLC	GBX	LSE	ORD 25P	GB0009842898	ASQ1	AMQ1
SPRP	SPRUE AEGIS PLC	GBX	LSE	ORD 2P	GB0030508757	ASQ1	AMQ1
DGB	DIGITAL BARRIERS PLC	GBX	LSE	ORD 1P	GB00B627R876	ASQ1	AMQ1
FIPP	FRONTIER IP GROUP PLC	GBX	LSE	ORD 10P	GB00B63PS212	ASQ1	AMQ1
SAV	SAVANNAH RESOURCES PLC	GBX	LSE	ORD 1P	GB00B647W791	ASQ1	AMQ1
TLA	TLA WORLDWIDE PLC	GBX	LSE	ORD 2P	GB00B68HD384	ASQ1	AMQ1
BLEY	BAILEY(C.H.) PLC	GBX	LSE	ORD 10P	GB00B6SCF932	ASQ1	AMQ1
CLNR	CLUFF NATURAL RESOURCES PLC	GBX	LSE	ORD 0.5P	GB00B6SYKF01	ASQ1	AMQ1
MOIL	MADAGASCAR OIL	GBX	LSE	COMM SHS USD0.001 (DI)	BMG5738R1016	ASQ1	AMQ1
BCN	BACANORA MINERALS LTD	GBX	LSE	ORD NPV (DI)	CA05634Q1054	ASQ1	AMQ1
ZZZ	SNOOZEBOX HOLDINGS PLC	GBX	LSE	ORD 1P	GB00B7D66J40	ASQ1	AMQ1
FOX	FOX MARBLE HOLDINGS PLC	GBX	LSE	ORD 1P	GB00B7LGG306	ASQ1	AMQ1
SPGH	SUPERGLASS HOLDINGS PLC	GBX	LSE	ORD 1P	GB00B7VSCQ18	ASQ1	AMQ1
UJO	UNION JACK OIL PLC	GBX	LSE	ORD 0.025P	GB00B814XC94	ASQ1	AMQ1
KENV	KENNEDY VENTURES PLC	GBX	LSE	ORD 1P	GB00B830HW33	ASQ1	AMQ1
BRD	BLUEROCK DIAMONDS PLC	GBX	LSE	ORD 1P	GB00B84H1764	ASQ1	AMQ1
REVO	REVOLYMER PLC	GBX	LSE	ORD 1P	GB00B84LVH87	ASQ1	AMQ1
FOG	FALCON OIL & GAS LTD.	GBX	LSE	COM SHS NPV (DI)	CA3060711015	ASQ1	AMQ1
OMI	OROSUR MINING INC	GBX	LSE	COM SHS NPV	CA6871961059	ASQ1	AMQ1
SPDI	SECURE PROPERTY DEV & INV PLC	GBX	LSE	ORD EUR0.01 (DI)	CY0102102213	ASQ1	AMQ1
DKL	DEKELOIL PUBLIC LIMITED	GBX	LSE	ORD EUR0.00003367 (DI)	CY0103462210	ASQ1	AMQ1
ARG	ARGOS RESOURCES LD	GBX	LSE	ORD 2P (DI)	FK0114538241	ASQ1	AMQ1
ANCR	ANIMALCARE GROUP PLC	GBX	LSE	ORD 20P	GB0032350695	ASQ1	AMQ1
FRP	FAIRPOINT GROUP PLC	GBX	LSE	ORD 1P	GB0032360280	ASQ1	AMQ1
IND	INDIGOVISION GROUP PLC	GBX	LSE	ORD 1P	GB0032654534	ASQ1	AMQ1
GOOD	GOOD ENERGY GROUP PLC	GBX	LSE	ORD 5P	GB0033600353	ASQ1	AMQ1
CIC	CONYGAR INVESTMENT COMPANY PLC	GBX	LSE	ORD 5P	GB0033698720	ASQ1	AMQ1
COG	CAMBRIDGE COGNITION HOLDINGS PLC	GBX	LSE	ORD 1P	GB00B8DV9647	ASQ1	AMQ1
IPEL	IMPELLAM GROUP PLC	GBX	LSE	ORD 1P	GB00B8HWGJ55	ASQ1	AMQ1
VRS	VERSARIEN PLC	GBX	LSE	ORD 1P	GB00B8YZTJ80	ASQ1	AMQ1
JNY	JOURNEY GROUP PLC	GBX	LSE	ORD 25P	GB00B909HR51	ASQ1	AMQ1
VENN	VENN LIFE SCIENCES HOLDINGS PLC	GBX	LSE	ORD 0.1P	GB00B9275X97	ASQ1	AMQ1
COS	COLLAGEN SOLUTIONS PLC	GBX	LSE	ORD 1P	GB00B94T6Y14	ASQ1	AMQ1
MMO	MERCOM OIL SANDS PLC	GBX	LSE	ORD 0.1P	GB00B979BX21	ASQ1	AMQ1
QXT	QUIXANT PLC	GBX	LSE	ORD 0.1P	GB00B99PCP71	ASQ1	AMQ1
NSCI	NETSCIENTIFIC PLC	GBX	LSE	ORD 5P	GB00B9F4MT28	ASQ1	AMQ1
FUL	THE FULHAM SHORE PLC	GBX	LSE	ORD GBP0.01	GB00B9F8VG44	ASQ1	AMQ1
ABDP	AB DYNAMICS PLC	GBX	LSE	ORD 1P	GB00B9GQVG73	ASQ1	AMQ1
GCM	GCM RESOURCES PLC	GBX	LSE	ORD 10P	GB00B00KV284	ASQ1	AMQ1
AMO	AMINO TECHNOLOGIES PLC	GBX	LSE	ORD 1P	GB00B013SN63	ASQ1	AMQ1
BIOM	BIOME TECHNOLOGIES PLC	GBX	LSE	ORD 5P	GB00B9Z1M820	ASQ1	AMQ1
IBEX	IBEX GLOBAL SOLUTIONS PLC	GBX	LSE	ORD 1P	GB00BBCRF441	ASQ1	AMQ1
SIS	SCIENCE IN SPORT PLC	GBX	LSE	ORD 10P	GB00BBPV5329	ASQ1	AMQ1
KWS	KEYWORDS STUDIOS PLC	GBX	LSE	ORD 1P	GB00BBQ38507	ASQ1	AMQ1
FDEV	FRONTIER DEVELOPMENTS PLC	GBX	LSE	ORD 0.5P	GB00BBT32N39	ASQ1	AMQ1
AMPH	AGGREGATED MICRO POWER HOLDINGS PLC	GBX	LSE	ORD 0.5P	GB00BC4F3V69	ASQ1	AMQ1
CNIC	CENTRALNIC GROUP PLC	GBX	LSE	ORD 0.1P	GB00BCCW4X83	ASQ1	AMQ1
KMK	KROMEK GROUP PLC	GBX	LSE	ORD 1P	GB00BD7V5D43	ASQ1	AMQ1
IOG	INDEPENDENT OIL & GAS PLC	GBX	LSE	ORD 1P	GB00BF49WF64	ASQ1	AMQ1
EMAN	EVERYMAN MEDIA GROUP PLC	GBX	LSE	ORD 10P	GB00BFH55S51	ASQ1	AMQ1
VLG	VENTURE LIFE GROUP PLC	GBX	LSE	ORD 0.3P	GB00BFPM8908	ASQ1	AMQ1
TERN	TERN PLC	GBX	LSE	ORD 0.02P	GB00BFPMV798	ASQ1	AMQ1
ISL	IS SOLUTIONS PLC	GBX	LSE	ORD 2P	GB0001351955	ASQ1	AMQ1
VLK	VISLINK PLC	GBX	LSE	ORD 2.5P	GB0001482891	ASQ1	AMQ1
SSY	SCISYS PLC	GBX	LSE	ORD 25P	GB0001520757	ASQ1	AMQ1
IDH	IMMUNODIAGNOSTIC SYSTEMS HLDGS PLC	GBX	LSE	ORD 2P	GB00B01YZ052	ASQ1	AMQ1
HYR	HYDRODEC GROUP PLC	GBX	LSE	ORD 0.5P	GB00B02FJF09	ASQ1	AMQ1
AUG	AUGEAN PLC	GBX	LSE	ORD 10P	GB00B02H2F76	ASQ1	AMQ1
AGM	APPLIED GRAPHENE MATERIALS PLC	GBX	LSE	ORD 2P	GB00BFSSB742	ASQ1	AMQ1
KLBT	KALIBRATE TECHNOLOGIES PLC	GBX	LSE	ORD 0.2P	GB00BFZCRC66	ASQ1	AMQ1
BAR	ECLECTIC BAR GROUP PLC	GBX	LSE	ORD 25P	GB00BG49KW66	ASQ1	AMQ1
GAME	GAMEACCOUNT NETWORK PLC	GBX	LSE	ORD 1P	GB00BGCC6189	ASQ1	AMQ1
MCO	MARTINCO PLC	GBX	LSE	ORD 1P	GB00BH0WFH67	ASQ1	AMQ1
ACT	ACTUAL EXPERIENCE PLC	GBX	LSE	ORD 0.2P	GB00BJ05QC14	ASQ1	AMQ1
DDDD	4D PHARMA PLC	GBX	LSE	ORD 0.25P	GB00BJL5BR07	ASQ1	AMQ1
SCHO	SCHOLIUM GROUP PLC	GBX	LSE	ORD 1P	GB00BJYS2173	ASQ1	AMQ1
HZD	HORIZON DISCOVERY GROUP PLC	GBX	LSE	ORD 1P	GB00BK8FL363	ASQ1	AMQ1
EYE	EAGLE EYE SOLUTIONS GROUP PLC	GBX	LSE	ORD 1P	GB00BKF1YD83	ASQ1	AMQ1
EDEN	EDEN RESEARCH PLC	GBX	LSE	ORD 1P	GB0001646941	ASQ1	AMQ1
ACSO	ACCESSO TECHNOLOGY GROUP PLC	GBX	LSE	ORD 1P	GB0001771426	ASQ1	AMQ1
CMH	CHAMBERLIN PLC	GBX	LSE	ORD 25P	GB0001870228	ASQ1	AMQ1
GOAL	GOALS SOCCER CENTRES PLC	GBX	LSE	ORD 0.25P	GB00B0486M37	ASQ1	AMQ1
AEC	AEC EDUCATION PLC	GBX	LSE	ORD 5P	GB00B04XB679	ASQ1	AMQ1
SAL	SPACEANDPEOPLE PLC	GBX	LSE	ORD 1P	GB00B058DS79	ASQ1	AMQ1
EDL	EDENVILLE ENERGY PLC	GBX	LSE	ORD 0.02P	GB00B05MCJ34	ASQ1	AMQ1
REM	RARE EARTH MINERALS LD	GBX	LSE	ORD 0.01P	GB00B067JC96	ASQ1	AMQ1
HAYD	HAYDALE GRAPHENE INDUSTRIES PLC	GBX	LSE	ORD 2P	GB00BKWQ1135	ASQ1	AMQ1
RDT	ROSSLYN DATA TECHNOLOGIES PLC	GBX	LSE	ORD GBP0.005	GB00BKX5CP01	ASQ1	AMQ1
TEK	TEKCAPITAL PLC	GBX	LSE	ORD £0.004	GB00BKXGY798	ASQ1	AMQ1
LME	LIMITLESS EARTH PLC	GBX	LSE	ORD 1P	GB00BKXP5L71	ASQ1	AMQ1
IMO	IMIMOBILE PLC	GBX	LSE	ORD 10P	GB00BLBP4Y22	ASQ1	AMQ1
STY	STYLES & WOOD GROUP PLC	GBX	LSE	ORD 1P	GB00BLG2TG58	ASQ1	AMQ1
SIR	SECURE INCOME REIT PLC	GBX	LSE	ORD 10P	GB00BLMQ9L68	ASQ1	AMQ1
TAVI	TAVISTOCK INVESTMENTS PLC	GBX	LSE	ORD 1P	GB00BLNMLS43	ASQ1	AMQ1
FFX	FAIRFX GROUP PLC	GBX	LSE	ORD 1P	GB00BLS0XX25	ASQ1	AMQ1
SHOE	SHOE ZONE PLC	GBX	LSE	ORD 1P	GB00BLTVCF91	ASQ1	AMQ1
CRU	CORAL PRODUCTS PLC	GBX	LSE	ORD 1P	GB0002235736	ASQ1	AMQ1
EGS	EG SOLUTIONS PLC	GBX	LSE	ORD 1P	GB00B07XR777	ASQ1	AMQ1
ATQT	ATTRAQT GROUP PLC	GBX	LSE	ORD 1P	GB00BMJJFZ18	ASQ1	AMQ1
EZH	EASYHOTEL PLC	GBX	LSE	ORD 1P	GB00BN56KF84	ASQ1	AMQ1
ABZA	ABZENA PLC	GBX	LSE	ORD GBP0.002	GB00BN65QN46	ASQ1	AMQ1
MED	MEDAPHOR GROUP PLC	GBX	LSE	ORD 1P	GB00BN791Q39	ASQ1	AMQ1
ERGO	ERGOMED PLC	GBX	LSE	ORD 1P	GB00BN7ZCY67	ASQ1	AMQ1
C4XD	C4X DISCOVERY HOLDINGS PLC	GBX	LSE	ORD 1P	GB00BQQ2RV18	ASQ1	AMQ1
ASY	ANDREWS SYKES GROUP PLC	GBX	LSE	ORD 1P	GB0002684552	ASQ1	AMQ1
PGH	PERSONAL GROUP HOLDINGS PLC	GBX	LSE	ORD 5P	GB0002760279	ASQ1	AMQ1
IDOX	IDOX PLC	GBX	LSE	ORD 1P	GB0002998192	ASQ1	AMQ1
PGD	PATAGONIA GOLD PLC	GBX	LSE	ORD 1P	GB0003049409	ASQ1	AMQ1
AAZ	ANGLO ASIAN MINING PLC	GBX	LSE	ORD 1P	GB00B0C18177	ASQ1	AMQ1
GLIF	GLI FINANCE LD	GBX	LSE	ORD NPV	GB00B0CL3P62	ASQ1	AMQ1
IDEA	IDEAGEN PLC	GBX	LSE	ORD 1P	GB00B0CM0C50	ASQ1	AMQ1
RENE	RENEURON GROUP PLC	GBX	LSE	ORD 1P	GB00B0DZML60	ASQ1	AMQ1
CTH	CARETECH HOLDINGS PLC	GBX	LSE	ORD 0.5P	GB00B0KWHQ09	ASQ1	AMQ1
AERO	STRAT AERO PLC	GBX	LSE	ORD 1P	GB00BQQPLG38	ASQ1	AMQ1
SRE	SIRIUS REAL ESTATE LD	EUR	LSE	ORD NPV	GG00B1W3VF54	ASQ1	AMQ1
FLK	FLETCHER KING PLC	GBX	LSE	ORD 10P	GB0003425310	ASQ1	AMQ1
SVR	SERVICEPOWER TECHNOLOGIES PLC	GBX	LSE	ORD 1P	GB0003831095	ASQ1	AMQ1
MPAY	MI-PAY GROUP PLC	GBX	LSE	ORD 10P	GB00B0N59376	ASQ1	AMQ1
TRAF	TRAFALGAR NEW HOMES PLC	GBX	LSE	ORD 1P	GB00B0SP7491	ASQ1	AMQ1
BUR	BURFORD CAPITAL LIMITED	GBX	LSE	ORD NPV	GG00B4L84979	ASQ1	AMQ1
BMN	BUSHVELD MINERALS LIMITED	GBX	LSE	ORD 1P	GG00B4TM3943	ASQ1	AMQ1
NRR	NEWRIVER RETAIL LD	GBX	LSE	ORD SHS NPV	GG00B4Z05859	ASQ1	AMQ1
SPL	SKIL PORTS & LOGISTICS LIMITED	GBX	LSE	ORD NPV	GG00B53M7D91	ASQ1	AMQ1
WKOF	WEISS KOREA OPPORTUNITY FUND LTD.	GBX	LSE	ORD NPV	GG00B933LL68	ASQ1	AMQ1
HVE	HAVELOCK EUROPA PLC	GBX	LSE	ORD 10P	GB0004149356	ASQ1	AMQ1
GLR	GALILEO RESOURCES PLC	GBX	LSE	ORD 0.1P	GB00B115T142	ASQ1	AMQ1
PTY	PARITY GROUP PLC	GBX	LSE	ORD 2P	GB00B1235860	ASQ1	AMQ1
CHL	CHURCHILL MINING PLC	GBX	LSE	ORD 1P	GB00B1318J18	ASQ1	AMQ1
PHD	PROACTIS HOLDINGS PLC	GBX	LSE	ORD 10P	GB00B13GSS58	ASQ1	AMQ1
DSG	DILLISTONE GROUP PLC	GBX	LSE	ORD 5P	GB00B13QQB40	ASQ1	AMQ1
