Symbol	Name	Currency	Exchange	Instrument.Long.Name	Isin	Segment.code	Sector.code
JGCI	JPMORGAN GLBL CONVERTIBLES INC FD	GBX	LSE	ORD NPV	GG00B96SW597	SSMM	SSC6
BSIF	BLUEFIELD SOLAR INCOME FUND LIMITED	GBX	LSE	ORD NPV	GG00BB0RDB98	SSMM	SSC6
NESF	NEXTENERGY SOLAR FUND LIMITED	GBX	LSE	RED ORD NPV	GG00BJ0JVY01	SSMM	SSC6
JLEN	JOHN LAING ENVIRNMNTL ASSETS GRP LD	GBX	LSE	ORD NPV	GG00BJL5FH87	SSMM	SSC6
KIT	KEYSTONE INV TST PLC	GBX	LSE	ORD 50P	GB0004912068	SSMM	SSC6
BRLA	BLACKROCK LATIN AMERICAN INV TSTPLC	GBX	LSE	ORD US$0.10	GB0005058408	SSMM	SSC6
LSLI	LONDON AND ST LAWRENCE INV CO PLC	GBX	LSE	ORD 5P	GB0005310056	SSMM	SSC6
LWI	LOWLAND INV CO PLC	GBX	LSE	ORD 25P	GB0005368062	SSMM	SSC6
MNP	MARTIN CURRIE GLB PORTFOLIO TST PLC	GBX	LSE	ORD 5P	GB0005372411	SSMM	SSC6
MCT	MIDDLEFIELD CANADIAN INC PCC	GBX	LSE	RED PART PREF SHS NPV	GB00B15PV034	SSMM	SSC6
JETG	JPMORGAN EUROPEAN INVEST TST PLC	GBX	LSE	GWTH SHS 5P	GB00B18JK166	SSMM	SSC6
MAJE	MAJEDIE INV PLC	GBX	LSE	10P	GB0005555221	SSMM	SSC6
AUKT	ABERDEEN UK TRACKER TRUST PLC	GBX	LSE	ORD 10P	GB0005596985	SSMM	SSC6
SLET	STANDARD LIFE EQUITY INCOME TST PLC	GBX	LSE	ORD 25P	GB0006039597	SSMM	SSC6
NII	NEW INDIA INVESTMENT TRUST PLC	GBX	LSE	ORD 25P	GB0006048770	SSMM	SSC6
MOSB	MOSS BROS GROUP PLC	GBX	LSE	ORD 5P	GB0006056104	SSMM	SSC6
MTVW	MOUNTVIEW ESTATES PLC	GBX	LSE	ORD 5P	GB0006081037	SSMM	SSC6
SCP	SCHRODER UK MID CAP FD PLC	GBX	LSE	ORD 25P	GB0006108418	SSMM	SSC6
IPU	INVESCO PERPETUAL UK SMLR CO IT PLC	GBX	LSE	ORD 20P	GB00B1FL3C76	SSMM	SSC6
DNDL	DUNEDIN SMALLER COS INV TST PLC	GBX	LSE	ORD 5P	GB00B1GCL258	SSMM	SSC6
HSD	HANSARD GLOBAL PLC	GBX	LSE	ORD 50P	IM00B1H1XF89	SSMM	SSC6
NAS	NORTH ATLANTIC SMALL CO INV TST PLC	GBX	LSE	ORD 5P	GB0006439003	SSMM	SSC6
FOUR	4IMPRINT GROUP PLC	GBX	LSE	ORD 38 6/13P	GB0006640972	SSMM	SSC6
PHI	PACIFIC HORIZON INV TST PLC	GBX	LSE	ORD 10P	GB0006667470	SSMM	SSC6
PAC	PACIFIC ASSETS TRUST PLC	GBX	LSE	ORD 12.5P	GB0006674385	SSMM	SSC6
CMS	COMMUNISIS PLC	GBX	LSE	ORD 25P	GB0006683238	SSMM	SSC6
PRV	PORVAIR PLC	GBX	LSE	ORD 2P	GB0006963689	SSMM	SSC6
HFG	HILTON FOOD GROUP PLC	GBX	LSE	ORD 10P	GB00B1V9NW54	SSMM	SSC6
BBGI	BBGI SICAV S.A.	GBX	LSE	ORD NPV (DI)	LU0686550053	SSMM	SSC6
TCSC	TOWN CENTRE SECURITIES PLC	GBX	LSE	ORD 25P	GB0003062816	SSMM	SSC6
SREI	SCHRODER REAL ESTATE INV. TST. LD	GBX	LSE	ORD SHS NPV	GB00B01HM147	SSMM	SSC6
MCKS	MCKAY SECURITIES PLC	GBX	LSE	ORD 20P	GB0005522007	SSMM	SSC6
ESP	EMPIRIC STUDENT PROPERTY PLC	GBX	LSE	ORD GBP0.01	GB00BLWDVR75	SSMM	SSC6
MKLW	MUCKLOW(A.& J.)GROUP PLC	GBX	LSE	ORD 25P	GB0006091408	SSMM	SSC6
EAS	ENERGY ASSETS GROUP PLC	GBX	LSE	ORD 1P	GB00B78CNY10	SSMM	SSC6
SEC	STRATEGIC EQUITY CAPITAL PLC	GBX	LSE	ORD 10P	GB00B0BDCB21	SSMM	SSC6
CREI	CUSTODIAN REIT PLC	GBX	LSE	ORD 1P	GB00BJFLFT45	SSMM	SSC6
PNL	PERSONAL ASSETS TRUST PLC	GBX	LSE	ORD £12.50	GB0006827546	SSMM	SSC6
FSV	FIDELITY SPECIAL VALUES PLC	GBX	LSE	ORD 5P	GB00BWXC7Y93	SSMM	SSC6
MPO	MACAU PROPERTY OPP. FUND LD	GBX	LSE	ORD USD0.01	GB00B1436N68	SSMM	SSC6
XAR	XAAR PLC	GBX	LSE	ORD 10P	GB0001570810	SSMM	SSC6
JMF	JPMORGAN MID CAP INV TRUST PLC	GBX	LSE	ORD 25P	GB0002357613	SSMM	SSC6
DVO	DEVRO PLC	GBX	LSE	ORD 10P	GB0002670437	SSMM	SSC6
EXO	EXOVA GROUP PLC	GBX	LSE	ORD 1P	GB00BKY7HG11	SSMM	SSC6
HSS	HSS HIRE GROUP PLC	GBX	LSE	ORD GBP0.01	GB00BVFD4645	SSMM	SSC6
GLE	MJ GLEESON PLC	GBX	LSE	ORD 2P	GB00BRKD9Z53	SSMM	SSC6
SMIF	TWENTYFOUR SELECT MONTHLY INCOME FD	GBX	LSE	ORD 1P	GG00BJVDZ946	SSMM	SSC6
SQN	SQN ASSET FINANCE INCOME FUND LTD	GBX	LSE	ORD NPV	GG00BN56JF17	SSMM	SSC6
SEQI	SEQUOIA ECONOMIC INFRASTRUCTURE INC	GBX	LSE	ORD NPV	GG00BV54HY67	SSMM	SSC6
NCYF	CQS NEW CITY HIGH YIELD FUND LD	GBX	LSE	ORD NPV	JE00B1LZS514	SSMM	SSC6
HAST	HENDERSON ALTERNATIVE STRAT.TST PLC	GBX	LSE	ORD 25P	GB0001216000	SSMM	SSC6
FCRE	F&C UK REAL ESTATE INVESTMENTS LD	GBX	LSE	ORD 1P	GB00B012T521	SSMM	SSC6
MCP	MARTIN CURRIE ASIA UNCONSRA.TST PLC	GBX	LSE	ORD 50P	GB0005695126	SSMM	SSC6
DWCG	DW CATALYST FUND LIMITED	GBX	LSE	ORD RED SHS NPV £	GG00B4XV9331	SSMM	SSC6
SPO	SPORTECH PLC	GBX	LSE	ORD 50P	GB00B28ZPV64	SSMM	SSC6
AGIT	ABERFORTH GEARED INCOME TRUST PLC	GBX	LSE	ORD 1P	GB00B4TR3444	SSMM	SSC6
PIN	PANTHEON INTERNATIONAL PLC	GBX	LSE	ORD 67P	GB0004148507	SSMM	SSC6
JPR	JOHNSTON PRESS PLC	GBX	LSE	ORD 1P	GB00BRK8Y334	SSMM	SSC6
PRTC	PURETECH HEALTH PLC	GBX	LSE	ORD 1P	GB00BY2Z0H74	SSMM	SSC6
AVON	AVON RUBBER PLC	GBX	LSE	ORD #1	GB0000667013	SSMM	SSC6
TRB	TRIBAL GROUP PLC	GBX	LSE	ORD 5P	GB0030181522	SSMM	SSC6
HRG	HOGG ROBINSON GROUP PLC	GBX	LSE	ORD 1P	GB00B1CM8S45	SSMM	SSC6
FAS	FIDELITY ASIAN VALUES PLC	GBX	LSE	ORD 25P	GB0003322319	SSMM	SSC4
MTU	MONTANARO UK SMLR COS INV TST PLC	GBX	LSE	ORD 10P	GB0006007560	SSMM	SSC4
LMI	LONMIN PLC	GBX	LSE	ORD USD0.0001	GB00BYSRJ698	SSMM	SSC1
IMG	IMAGINATION TECHNOLOGIES GROUP PLC	GBX	LSE	ORD 10P	GB0009303123	SSMM	SSC1
ACL	ACAL PLC	GBX	LSE	ORD 5P	GB0000055888	SSMM	SSC1
KAZ	KAZ MINERALS PLC	GBX	LSE	ORD 20P	GB00B0HZPV38	SSMM	SSC1
FOXT	FOXTONS GROUP PLC	GBX	LSE	ORD 1P	GB00BCKFY513	SSMM	SSC1
DLAR	DE LA RUE PLC	GBX	LSE	ORD 44 152/175P	GB00B3DGH821	SSMM	SSC1
ENQ	ENQUEST PLC	GBX	LSE	ORD 5P	GB00B635TG28	SSMM	SSC1
PMO	PREMIER OIL PLC	GBX	LSE	ORD 12.5P	GB00B43G0577	SSMM	SSC1
FENR	FENNER PLC	GBX	LSE	ORD 25P	GB0003345054	SSMM	SSC1
HTG	HUNTING PLC	GBX	LSE	ORD 25P	GB0004478896	SSMM	SSC1
SIA	SOCO INTERNATIONAL PLC	GBX	LSE	ORD 5P	GB00B572ZV91	SSMM	SSC1
AGIZ	ABERFORTH GEARED INCOME TRUST PLC	GBX	LSE	ZERO DIV PREF SHS 1P	GB00B4WLXD25	SSMU	SMEW
GDG	GREEN DRAGON GAS LD	GBX	LSE	ORD USD0.0001 (DI)	KYG409381053	SSMU	SMEW
KSK	KSK POWER VENTUR PLC	GBX	LSE	ORD 0.1P	IM00B1G29327	SSMU	SMEW
PVG	PREMIER VETERINARY GROUP PLC	GBX	LSE	ORD 10P	GB00BSZLMS59	SSMU	SMEW
LIVN	LIVANOVA PLC	USD	LSE	ORD GBP1.00 (DI)	GB00BYMT0J19	SSMU	SMEW
FUTR	FUTURE PLC	GBX	LSE	ORD 1P	GB0007239980	SSMU	SMEV
BRGS	BLACKROCK GREATER EURO INV TST PLC	GBX	LSE	SUB SHS 0.1P	GB00B99HJ527	SSMU	SMEV
PVCS	PV CRYSTALOX SOLAR PLC	GBX	LSE	ORD 5.2P	GB00BFTDG626	SSMU	SMEV
FJVS	FIDELITY JAPANESE VALUES PLC	GBX	LSE	SUB SHS 0.001P	GB00BLY2CK21	SSMU	SMEV
RRE	ROCKROSE ENERGY PLC	GBX	LSE	ORD 20P	GB00BYNFCH09	SSMU	SMEV
IFP	IFG GROUP PLC	GBX	LSE	ORD EUR0.12	IE0002325243	SSMU	SMEV
BSD	B.S.D CROWN LTD	GBX	LSE	ORD NIS0.01 (DI)	IL0010830219	SSMU	SMEV
ATMA	ATLAS MARA LIMITED	USD	LSE	ORD NPV (DI)	VGG0697K1066	SSMU	SMEV
SIHL	SYMPHONY INTERNATIONAL HLDGS LD	USD	LSE	ORD NPV (CDI)	VGG548121059	SSMU	SMEV
GKP	GULF KEYSTONE PETROLEUM LD	GBX	LSE	COM SHS USD0.01 (DI)	BMG4209G1087	SSMU	SMEV
APF	ANGLO PACIFIC GROUP PLC	GBX	LSE	ORD 2P	GB0006449366	SSMU	SMEV
UANC	URBAN&CIVIC PLC	GBX	LSE	ORD 20P	GB00BKT04W07	SSMU	SMEV
IEH	INTELLIGENT ENERGY HOLDINGS PLC	GBX	LSE	ORD 5P	GB00BNB7LQ31	SSMU	SMEV
JPSS	JPMORGAN JAPAN SMALLER CO TST PLC	GBX	LSE	SUB SHS 0.1P	GB00BSFWJ549	SSMU	SMEV
GPRT	GOLDENPORT HOLDINGS INC	GBX	LSE	COM STK USD0.1 (DI)	MHY274991394	SSMU	SMEV
SEPL	SEPLAT PETROLEUM DEVELOPMENT CO.PLC	GBX	LSE	ORD NGN0.50 (DI)	NGSEPLAT0008	SSMU	SMEV
SEQC	SEQUOIA ECONOMIC INFRASTRUCTURE INC	GBX	LSE	C SHS NPV	GG00BYP6HV03	SSMU	SMEV
FQM	FIRST QUANTUM MINERALS LD	GBX	LSE	COM SHS NPV	CA3359341052	SSMU	SMEV
DMGT	DAILY MAIL & GENERAL TRUST PLC	GBX	LSE	'A'ORD(NON.V)12.5P	GB0009457366	SSMU	SMEU
SDRC	SCHRODERS PLC	GBX	LSE	NON-VTG SHS £1	GB0002395811	SSMU	SMEU
TPOU	THIRD POINT OFFSHORE INVESTORS LD	USD	LSE	ORD NPV $	GG00B1YQ7219	SSMU	SMEU
SKG	SMURFIT KAPPA GROUP PLC	EUR	LSE	ORD EUR0.001	IE00B1RR8406	SSMU	SMEU
CRN	CAIRN HOMES PLC	EUR	LSE	ORD EUR0.001	IE00BWY4ZF18	SSMU	SMEU
BNC	BANCO SANTANDER S.A.	GBX	LSE	ORD EUR0.50 (CDI)	ES0113900J37	SSMU	SMEU
APR	APR ENERGY PLC	GBX	LSE	ORD 10P	GB00B58D4C52	SSMU	SMEU
MKT	MARKET TECH HOLDINGS LIMITED	GBX	LSE	ORD 10P	GG00BSSWD593	SSMU	SMEU
S32	SOUTH32 LIMITED	GBX	LSE	ORD NPV (DI)	AU000000S320	SSMU	SMEU
SIG	SIGNET JEWELERS LD	GBX	LSE	COMMON SHS USD0.18	BMG812761002	SSMU	SMEU
IL0A	PERMANENT TSB GROUP HOLDINGS PLC	EUR	LSE	ORD EUR0.50	IE00BWB8X525	SSMU	SMEU
IDHC	INTEGRATED DIAGNOSTICS HOLDINGS PLC	USD	LSE	ORD USD1.00	JE00BV9H9G76	SSMU	SMEU
RYA	RYANAIR HOLDINGS PLC	EUR	LSE	ORD EUR0.006	IE00BYTBXV33	SSMU	SMEU
VZC	VERIZON COMMUNICATIONS	USD	LSE	COM STK USD0.10 (CDI)	US92343V1044	SSMU	SMEU
BCA	BCA MARKETPLACE PLC	GBX	LSE	ORD £0.01	GB00BP0S1D85	SSMU	SMEU
GENL	GENEL ENERGY PLC	GBX	LSE	ORD 10P	JE00B55Q3P39	SSMU	SMEU
RE.B	R.E.A.HLDGS PLC	GBX	LSE	9% CUM PRF #1	GB0007185639	SSQ3	SQS3
TPFZ	TALIESIN PROPERTY FUND LD	GBX	LSE	ZDP 100P	JE00BCDP4K39	SSQ3	SQS3
RSAB	RSA INSURANCE GROUP PLC	GBX	LSE	7 3/8% CUM IRRD PRF #1	GB0008631391	SSQ3	SQS3
JPIZ	JPMORGAN INCOME & CAPITAL TRUST PLC	GBX	LSE	ZERO DIV PREF SHS 1P	GB00B2NBJ282	SSQ3	SQS3
ECWZ	EW&PO FINANCE PLC	GBX	LSE	ZERO DIV PREF SHS GBP1	GB00B4Z6HJ81	SSQ3	SQS3
ELTZ	ELECTRA PRIVATE EQUITY INVEST PLC	GBX	LSE	ZERO DIV PREF SHS 0.01P	GB00B3K3HN17	SSQ3	SQS3
SLES	STANDARD LIFE EQUITY INCOME TST PLC	GBX	LSE	SUB SHS 0.01P	GB00B3NWXM64	SSQ3	SQS3
CF.	CANACCORD GENUITY GROUP INC.	GBX	LSE	COM SHS NPV	CA1348011091	SSQ3	SQS3
CGI	CANADIAN GENERAL INVESTMENTS LD	GBX	LSE	COM NPV	CA1358251074	SSQ3	SQS3
BWSA	BRISTOL & WEST PLC	GBX	LSE	PRF #1	GB0000510205	SSQ3	SQS3
BWRA	BRISTOL WATER PLC	GBX	LSE	8 3/4% CUM IRRD PRF #1	GB0001257988	SSQ3	SQS3
BP.A	BP PLC	GBX	LSE	8% CUM 1ST PRF #1	GB0001385250	SSQ3	SQS3
BP.B	BP PLC	GBX	LSE	9% CUM 2ND PRF #1	GB0001385474	SSQ3	SQS3
CICZ	CONYGAR ZDP PLC	GBX	LSE	ZDP SHS 1P	GB00BH4TCL65	SSQ3	SQS3
AV.B	AVIVA PLC	GBX	LSE	8 3/8% CUM IRRD PRF #1	GB0002114154	SSQ3	SQS3
AV.A	AVIVA PLC	GBX	LSE	8 3/4% CUM IRRD PRF #1	GB0002124963	SSQ3	SQS3
ELLA	ECCLESIASTICAL INSURANCE OFFICE PLC	GBX	LSE	8.625% NON CUM IRRD PRF #1	GB0003035382	SSQ3	SQS3
GACB	GENERAL ACCIDENT PLC	GBX	LSE	7 7/8% CUM IRRD PRF #1	GB0003692513	SSQ3	SQS3
GACA	GENERAL ACCIDENT PLC	GBX	LSE	8 7/8% CUM IRRD PRF #1	GB0003692737	SSQ3	SQS3
AIFZ	ACORN INCOME FUND LD	GBX	LSE	ZDP 1P	GG00B4W1FT21	SSQ3	SQS3
JPSZ	J.P. MORGAN PRIVATE EQUITY LD	GBX	LSE	2017 ZDP SHS NPV	GG00B5N4JV75	SSQ3	SQS3
VNLZ	VINALAND ZDP LTD	GBX	LSE	ZDP SHS NPV	GG00BFN0VM06	SSQ3	SQS3
MGHZ	M&G HIGH INCOME INV TST PLC	GBX	LSE	ZERO DIV PRF SHS 1P	GB0005533228	SSQ3	SQS3
AVAP	AVATION PLC	GBX	LSE	ORD 1P	GB00B196F554	SSQ3	SQS3
NTEA	NORTHERN ELECTRIC PLC	GBX	LSE	8.061P(NET)CUM PRF SHS 1P	GB0006546898	SSQ3	SQS3
PDZ	PRAIRIE MINING LIMITED	GBX	LSE	ORD NPV (DI)	AU000000PDZ2	SSQ3	SQS3
LVRT	LEVRETT PLC	GBX	LSE	ORD 0.1P	GB00BYW79Y38	SSQ3	SQS3
BCRE	BCRE BRACK CAPITAL REAL EST INV NV	EUR	LSE	ORD EUR0.04 (DI)	NL0010763611	SSQ3	SQS3
GLIZ	GLI FINANCE LD	GBX	LSE	ZDP NPV	GG00BTDYD136	SSQ3	SQS3
UPL	UPLAND RESOURCES LIMITED	GBX	LSE	ORD NPV (DI)	VGG7552A1075	SSQ3	SQS3
VCBC	VERTU CAPITAL LIMITED	GBX	LSE	ORD GBP0.01 (DI)	KYG9341F1081	SSQ3	SQS3
UTLC	UIL FINANCE LIMITED	GBX	LSE	RED ZDP SHS 10P 2016	BMG916101089	SSQ3	SQS3
CHAL	CHALLENGER ACQUISITIONS LIMITED	GBX	LSE	ORD GBP0.01	GG00BV0LCK35	SSQ3	SQS3
SCGL	SEALAND CAPITAL GALAXY LIMITED	GBX	LSE	ORD SHS GBP0.0001 EACH (DI)	KYG7948E1026	SSQ3	SQS3
CGLO	CHAGALA GROUP LD	USD	LSE	ORD USD0.40 (DI)	VG1574371129	SSQ3	SQS3
AFRK	AFARAK GROUP PLC	GBX	LSE	ORD NPV (DI)	FI0009800098	SSQ3	SQS3
HNR	HIGHLANDS NATURAL RESOURCES PLC	GBX	LSE	ORD 5P	GB00BWC4X262	SSQ3	SQS3
FAL	FALCON ACQUISITIONS LIMITED	GBX	LSE	ORD GBP0.01	GG00BYTLL975	SSQ3	SQS3
SILF	SILVER FALCON PLC	GBX	LSE	ORD GBP0.01	GB00BYX3WZ24	SSQ3	SQS3
OPRA	OPERA INVESTMENTS PLC	GBX	LSE	ORD GBP0.01	GB00BSNBL022	SSQ3	SQS3
ZEG	ZEGONA COMMUNICATIONS PLC	GBX	LSE	ORD £0.01	GB00BVGBY890	SSQ3	SQS3
SEN	SENTERRA ENERGY PLC	GBX	LSE	ORD GBP0.01	GB00BYX0MB92	SSQ3	SQS3
GNI	GENERAL INDUSTRIES PLC	GBX	LSE	ORD 5P	GB00BPYP3Q26	SSQ3	SQS3
TRIT	TRENDIT LTD	GBX	LSE	ORD NIS0.1 (DI)	IL0011370256	SSQ3	SQS3
AAAP	ANGLO AFRICAN AGRICULTURE PLC	GBX	LSE	ORD 0.1P	GB00B7V2GY97	SSQ3	SQS3
NSF	NON-STANDARD FINANCE PLC	GBX	LSE	ORD GBP0.05	GB00BRJ6JV17	SSQ3	SQS3
UTLE	UIL FINANCE LIMITED	GBX	LSE	ZDP SHS 2020 6.0514P (DI)	BMG916101246	SSQ3	SQS3
UTLD	UIL FINANCE LIMITED	GBX	LSE	ZDP SHS 5.9319P 2018 (DI)	BMG916101162	SSQ3	SQS3
PEZ	PEWT SECURITIES 2020 PLC	GBX	LSE	ZDP 1P	GB00BYP98L62	SSQ3	SQS3
CICG	CIC GOLD GROUP LIMITED	GBX	LSE	ORD NPV (DI)	SC0665AHDJ29	SSQ3	SQS3
EAT	EUROPEAN ASSETS TRUST NV	GBX	LSE	ORD EUR0.46	NL0000226090	SSQ3	SQS3
JMIS	JPMORGAN SMALLER COS IT PLC	GBX	LSE	SUB SHS 0.1P	GB00BV7L8Z35	SSQ3	SQS3
TPL	TETHYS PETROLEUM LIMITED	GBX	LSE	ORD USD0.10	KYG876361091	SSQ3	SQS3
COPL	CANADIAN OVERSEAS PETROLEUM LD	GBX	LSE	COM SHS NPV (DI)	CA13643D1078	SSQ3	SQS3
WTS	WORLD TRADE SYSTEMS PLC	GBX	LSE	ORD 50P	GB0031939183	SSQ3	SQQ3
HR2A	HAZEL RENEWABLE ENERGY VCT 2 PLC	GBX	LSE	A SHS 0.1P	GB00B4KWC525	SSQ3	SQQ3
HR1A	HAZEL RENEWABLE ENERGY VCT 1 PLC	GBX	LSE	A SHS 0.1P	GB00B4L13999	SSQ3	SQQ3
PEMV	PEMBROKE VCT PLC	GBX	LSE	ORD 1P	GB00B89W2T50	SSQ3	SQQ3
DP2F	DOWNING TWO VCT PLC	GBX	LSE	F SHS 0.1P	GB00B6ZS0J90	SSQ3	SQQ3
BGHS	BOUSSARD & GAVAUDAN HOLDING LTD	GBX	LSE	ORD EUR0.0001 (STG)	GG00B39VMM07	SSQ3	SQQ3
RIII	RIGHTS & ISSUES INV TST PLC	GBX	LSE	INC 25P	GB0007392078	SSQ3	SQQ3
RIIC	RIGHTS & ISSUES INV TST PLC	GBX	LSE	CAP 25P	GB0007392292	SSQ3	SQQ3
ASBE	ASSOCIATED BRITISH ENGINEERING PLC	GBX	LSE	ORD 2.5P	GB0007395642	SSQ3	SQQ3
WCW	WALKER CRIPS GROUP PLC	GBX	LSE	ORD 6 2/3P	GB00B1YMRV88	SSQ3	SQQ3
EDGD	EDGE PERFORMANCE VCT PLC	GBX	LSE	D SHS 10P	GB00B28M6V44	SSQ3	SQQ3
OTV2	OCTOPUS TITAN VCT PLC	GBX	LSE	ORD 10P	GB00B28V9347	SSQ3	SQQ3
HR2O	HAZEL RENEWABLE ENERGY VCT 2 PLC	GBX	LSE	ORD 0.1P	GB00B43GVJ82	SSQ3	SQQ3
EDGH	EDGE PERFORMANCE VCT PLC	GBX	LSE	H SHS 10P	GB00B44VMB16	SSQ3	SQQ3
FTVI	FORESIGHT VCT PLC	GBX	LSE	INF ORD 1P	GB00B45M5X62	SSQ3	SQQ3
ASCH	ABERDEEN SMALLER CO H.I. TST PLC 	GBX	LSE	ORD 50P	GB0008063728	SSQ3	SQQ3
JPE	JPMORGAN ELECT PLC	GBX	LSE	MANAGED GROWTH SHS 0.01P	GB0008528142	SSQ3	SQQ3
SIGT	SENECA GLOBAL INCOME & GROWTH TST	GBX	LSE	ORD 25P	GB0008769993	SSQ3	SQQ3
IGV	INCOME & GROWTH VCT (THE) PLC	GBX	LSE	ORD 1P	GB00B29BN198	SSQ3	SQQ3
JPI	JPMORGAN INCOME & CAPITAL TRUST PLC	GBX	LSE	ORD 1P	GB00B2NBJ068	SSQ3	SQQ3
JPIU	JPMORGAN INCOME & CAPITAL TRUST PLC	GBX	LSE	UNITS (COMP 2 ORD 1P & 1 ZDP 1P)	GB00B2NBJ407	SSQ3	SQQ3
FMPG	F&C MANAGED PORTFOLIO TRUST PLC	GBX	LSE	GRWTH SHS 10P	GB00B2PP2527	SSQ3	SQQ3
FMPI	F&C MANAGED PORTFOLIO TRUST PLC	GBX	LSE	INC SHS 10P	GB00B2PP3J36	SSQ3	SQQ3
DP3C	DOWNING THREE VCT PLC	GBX	LSE	C SHARES 0.1P	GB00B3D75146	SSQ3	SQQ3
OCV3	OCTOPUS VCT 3 PLC	GBX	LSE	ORD 1P	GB00B4KQKM77	SSQ3	SQQ3
JDTZ	JUPITER DIVIDEND & GROWTH TRUST PLC	GBX	LSE	ZERO DIV PREF SHS 3.967705P	GB00B4KXYX79	SSQ3	SQQ3
