Symbol	Description
VSO	Vanguard Msci Australian Small Companies Index Etf
VTG	Vita Group Ltd
VTM	Volta Mining Limited
VTS	VTS
VTX	Vortex Pipes Ltd
VXL	Valence Industries Limited
VXLO	Valence Industries Limited
VXR	
WAA	Wam Active Ltd
WAC	Wild Acre Metals Limited
WAF	West African Resources Limited
WAL	Wavenet International Ltd
WAM	WAM Capital Ltd
WAT	Waterco Ltd
WAX	WAX
WAXO	Wam Research Limited
WBA	Webster Ltd
WBAPA	Webster PA
WBB	Wide Bay Australia Ltd
WBC	Westpac Banking Corporation
WBCHA	Westpac Banking Corporation
WBCHB	Westpac Banking Corporation
WBCKOA	Westpac Banking Corporation
WBCKOB	Westpac Banking Corporation
WBCKOD	Westpac Banking Corporation
WBCKOE	Westpac Banking Corporation
WBCKOG	Westpac Banking Corporation
WBCKOH	Westpac Banking Corporation
WBCKOJ	Westpac Banking Corporation
WBCKOL	Westpac Banking Corporation
WBCKOM	Westpac Banking Corporation
WBCKON	Westpac Banking Corporation
WBCKOR	Westpac Banking Corporation
WBCKOU	Westpac Banking Corporation
WBCKOV	Westpac Banking Corporation
WBCKOX	Westpac Banking Corporation
WBCKOY	Westpac Banking Corporation
WBCLOA	Westpac Banking Corporation
WBCLOB	Westpac Banking Corporation
WBCLOD	Westpac Banking Corporation
WBCLOE	Westpac Banking Corporation
WBCLOG	Westpac Banking Corporation
WBCLOQ	Westpac Banking Corporation
WBCLOS	Westpac Banking Corporation
WBCLOT	Westpac Banking Corporation
WBCLOV	Westpac Banking Corporation
WBCLOW	Westpac Banking Corporation
WBCLOX	Westpac Banking Corporation
WBCLOY	Westpac Banking Corporation
WBCPB	Westpac Banking Corporation
WBCPC	Westpac Banking Corporation
WBCPD	Westpac Banking Corporation
WBCPE	Westpac Banking Corporation
WBCQOP	Westpac Banking Corporation
WBCQOQ	Westpac Banking Corporation
WBCQOR	Westpac Banking Corporation
WBCQOU	Westpac Banking Corporation
WBCQRB	Westpac Banking Corporation
WCB	Warrnambool Cheese & Butter Holdings
WCC	The Waterberg Coal Company Limited
WCN	White Cliff Nickel Ltd
WCNOA	White Cliff Minerals Limited
WCP	WCP Diversified Investments Ltd
WCTPA	WCT
WDC	Westfield Group
WDCKOC	Westfield Group
WDCKOD	Westfield Group
WDCKOF	Westfield Group
WDCKOP	Westfield Group
WDCKOS	Westfield Group
WDCKRD	Westfield Group
WDR	Western Desert Resources Ltd
WDS	Walter Diversified Services Ltd
WEB	Webjet Ltd
WEC	White Energy Company Ltd
WEG	White Eagle Resources Ltd
WEL	Winchester Energy Ltd
WEMG	WEMG
WES	Wesfarmers Ltd
WESKOC	Wesfarmers Limited
WESKOH	Wesfarmers Limited
WESKOI	Wesfarmers Limited
WESKOJ	Wesfarmers Limited
WESKOK	Wesfarmers Limited
WESKOU	Wesfarmers Limited
WESKOW	Wesfarmers Limited
WESKOY	Wesfarmers Limited
WESLOA	Wesfarmers Limited
WESLOB	Wesfarmers Limited
WESLOE	Wesfarmers Limited
WESLOF	Wesfarmers Limited
WESLOG	Wesfarmers Limited
WESLOP	Wesfarmers Limited
WESLOQ	Wesfarmers Limited
WESLOR	Wesfarmers Limited
WESLOT	Wesfarmers Limited
WESLOV	Wesfarmers Limited
WFA	Westfield America Trust merger WDC
WFD	Westfield Corporation
WFDKOD	Westfield Corporation
WFDKOF	Westfield Corporation
WFDKOS	Westfield Corporation
WFE	Winmar Resources Limited
WGO	Waratah Gold Ltd
WHC	Whitehaven Coal Ltd
WHCKOB	Whitehaven Coal Limited
WHCKOC	Whitehaven Coal Limited
WHCKOJ	Whitehaven Coal Limited
WHCKON	Whitehaven Coal Limited
WHCKOP	Whitehaven Coal Limited
WHCKOQ	Whitehaven Coal Limited
WHCKOR	Whitehaven Coal Limited
WHCKOS	Whitehaven Coal Limited
WHCKOT	Whitehaven Coal Limited
WHE	Wildhorse Energy Ltd
WHF	Whitefield Ltd
WHFPA	Whitefield PA
WHFPB	Whitefield Limited
WHN	Wind Hydrogen Ltd
WHNOA	Whl Energy Limited
WIC	Westoz Investment Company Limited
WICO	Westoz Investment Company Limited
WIG	Wilson HTM Investment Group Ltd
WIN	Windward Resources Ltd
WKT	Walkabout Resources Ltd
WLC	Wollongong Coal Limited
WLF	Wolf Minerals Ltd
WLL	Wellcom Group Ltd
WLR	World Oil Resources Ltd
WMK	Watermark Market Neutral Fund Limited
WMKO	Watermark Market Neutral Fund Limited
WMN	Western Manganese Limted
WNS	World.Net Services Ltd
WOF	Wolf Petroleum Ltd
WOFO	Wolf Petroleum Ltd
WOFOA	Wolf Petroleum Ltd
WOR	WorleyParsons Ltd
WORKOC	Worleyparsons Limited
WORKOF	Worleyparsons Limited
WORKON	Worleyparsons Limited
WORKOS	Worleyparsons Limited
WORKOT	Worleyparsons Limited
WORKOU	Worleyparsons Limited
WOW	Woolworths Ltd
WOWHC	Woolworths Limited
WOWKOC	Woolworths Limited
WOWKOE	Woolworths Limited
WOWKOH	Woolworths Limited
WOWKOI	Woolworths Limited
WOWKOJ	Woolworths Limited
WOWKOP	Woolworths Limited
WOWKOR	Woolworths Limited
WOWKOX	Woolworths Limited
WOWKOZ	Woolworths Limited
WPG	Western Plains Gold Ltd
WPI	West Peak Iron Limited
WPL	Woodside Petroleum Ltd
WPLKOA	Woodside Petroleum Limited
WPLKOC	Woodside Petroleum Limited
WPLKOH	Woodside Petroleum Limited
WPLKOI	Woodside Petroleum Limited
WPLKOK	Woodside Petroleum Limited
WPLKOL	Woodside Petroleum Limited
WPLKOM	Woodside Petroleum Limited
WPLKON	Woodside Petroleum Limited
WPLKOO	Woodside Petroleum Limited
WPLKOP	Woodside Petroleum Limited
WPLKOQ	Woodside Petroleum Limited
WPLKOR	Woodside Petroleum Limited
WPLKOS	Woodside Petroleum Limited
WPLKOU	Woodside Petroleum Limited
WPLKOX	Woodside Petroleum Limited
WPLKOZ	Woodside Petroleum Limited
WPLLOA	Woodside Petroleum Limited
WPLLOD	Woodside Petroleum Limited
WPLLOF	Woodside Petroleum Limited
WPLLOG	Woodside Petroleum Limited
WPLLOR	Woodside Petroleum Limited
WPLLOS	Woodside Petroleum Limited
WPLLOT	Woodside Petroleum Limited
WPLLOU	Woodside Petroleum Limited
WPLLOV	Woodside Petroleum Limited
WRG	Water Resources Group Limited
WRM	White Rock Minerals Limited
WRR	World Reach Ltd
WRT	Westfield Retail Trust
WRTKOA	Westfield Retail Trust
WRTKOB	Westfield Retail Trust
WRTKOP	Westfield Retail Trust
WSA	Western Areas NL
WSAKOF	Western Areas Limited
WSAKOG	Western Areas Limited
WSAKOH	Western Areas Limited
WSAKOI	Western Areas Limited
WSAKOT	Western Areas Limited
WSAKOU	Western Areas Limited
WSF	Westfield Holdings Ltd merger WDC
WSR	Whitestar Resources Limited
WTF	Wotif.com Holdings Ltd
WTP	Watpac Ltd
WTR	World Titanium Resources Limited
WVL	Windimurra Vanadium Ltd
WWI	West Wits Mining Ltd
WXHG	WXHG
WXOZ	WXOZ
XAF	S&P/ASX All Australian 50
XAM	Xanadu Mines Limited
XAO	ASX All Ordinaries
XAT	S&P/ASX All Australian 200
XBW	S&P/ASX Buy-Write Index
XDJ	S&P/ASX 200 Consumer Discretionary
XEJ	S&P/ASX 200 Energy
XFJ	S&P/ASX 200 Financials
XFL	S&P/ASX 50
XGD	S&P/ASX All Ordinaries Gold
XHJ	S&P/ASX 200 Health Care
XIJ	S&P/ASX 200 Information Technology
XJO	S&P/ASX 200
XJOKOA	XJOKOA
XJOKOC	XJOKOC
XJOKOD	XJOKOD
XJOKOE	XJOKOE
XJOKOF	XJOKOF
XJOKOG	XJOKOG
XJOKOH	XJOKOH
XJOKOI	XJOKOI
XJOKOJ	XJOKOJ
XJOKOK	XJOKOK
XJOKOP	XJOKOP
XJOKOT	XJOKOT
XJOKOV	XJOKOV
XJOKOW	XJOKOW
XJOKOX	XJOKOX
XJOKOY	XJOKOY
XJOLOC	XJOLOC
XJOLOH	XJOLOH
XJOLOJ	XJOLOJ
XJOLOK	XJOLOK
XJOLOM	XJOLOM
XJOLOP	XJOLOP
XJOLOQ	XJOLOQ
XJOLOR	XJOLOR
XJOLOS	XJOLOS
XJOLOT	XJOLOT
XJOLOV	XJOLOV
XJOLOX	XJOLOX
XJOLOY	XJOLOY
XJOMOP	XJOMOP
XJOQOC	XJOQOC
XJOQOF	XJOQOF
XJOQOG	XJOQOG
XJOQOH	XJOQOH
XJOQOR	XJOQOR
XJOQOT	XJOQOT
XJOQOV	XJOQOV
XJOQOW	XJOQOW
XJOQOX	XJOQOX
XJOQOY	XJOQOY
XJOQOZ	XJOQOZ
XJOQRK	XJOQRK
XJOQRL	XJOQRL
XJOQRT	XJOQRT
XJOTMC	XJOTMC
XKO	S&P/ASX 300
XMD	S&P/ASX Midcap 50
XMJ	S&P/ASX 200 Materials
XMM	S&P/ASX 300 Metals And Mining
XNJ	S&P/ASX 200 Industrials
XPJ	S&P/ASX 200 Property Trusts
XRF	XRF Scientific Ltd
XRO	Xero Limited
XSJ	S&P/ASX 200 Consumer Staples
XSO	S&P/ASX Small Ordinaries
XST	Xstate Resources Ltd
XTE	ASX Telecommunications
XTJ	S&P/ASX 200 Telecommunication Services
XTL	S&P/ASX 20
XTO	S&P/ASX 100
XUJ	S&P/ASX 200 Utilities
XXJ	S&P/ASX 200 Financials x Property Trusts
YAL	Yancoal Australia Limited
YALN	Yancoal Australia Limited
YBR	Yellow Brick Road Holdings Limited
YHL	Yanghao International Limited
YOW	Yowie Group Ltd
YOWO	Yowie Group Ltd
YPB	Ypb Group Ltd
YRR	Yellow Rock Resources Ltd
ZAM	Zamanco Minerals Limited
ZCLKOE	ZCLKOE
ZCLKOJ	ZCLKOJ
ZCLKOK	ZCLKOK
ZCLKOT	ZCLKOT
ZCLKOU	ZCLKOU
ZER	Zeta Resources Limited
ZERO	Zeta Resources Limited
ZEU	Zeus Resources Limited
ZGCKOD	ZGCKOD
ZGCKOI	ZGCKOI
ZGCKOJ	ZGCKOJ
ZGCKOK	ZGCKOK
ZGCKOT	ZGCKOT
ZGCKOU	ZGCKOU
ZGCKOV	ZGCKOV
ZGCKOW	ZGCKOW
ZGL	Zicom Group Ltd
ZGM	Zamia Gold Mines Ltd
ZHGKOA	ZHGKOA
ZHGKOS	ZHGKOS
ZHGKOU	ZHGKOU
ZHGKOV	ZHGKOV
ZHGKOW	ZHGKOW
ZIM	Zimbabwe Platinum Mines Ltd
ZIP	Ziptel Limited
ZIPO	Ziptel Limited
ZMG	Zingmobile Group Ltd
ZNC	Zinc Co Australia Ltd
ZNZ	Z Energy Limited
ZRL	Zambezi Resources Ltd
ZSIKOH	ZSIKOH
ZSIKOI	ZSIKOI
ZSIKOR	ZSIKOR
ZSIKOS	ZSIKOS
ZSIKOT	ZSIKOT
ZSIKOU	ZSIKOU
ZTA	Zeta Petroleum Plc
ZTAOA	Zeta Petroleum Plc
ZTAOB	Zeta Petroleum Plc
ZYL	Zylotech Ltd
