Symbol	Description
O87	Spdr Gold Shares
O9A	Dbxt Msci Singapore Im Etf 10
O9B	Dbxt Msci Asiapac Exjap Etf 10
O9C	Dbxt Msci Bangladesh Im Etf 10
O9D	Dbxt Msci Pakistan Im Etf 10
O9E	Parkson Retail Asia Limited
O9P	Ishares Usd Asia Hy Bond Etf
O9Q	Ishares Asia Lc 1-3y Bond Etf
OL9S	Nz10100f 300901
OM0S	Nx11100x 210601
OM1S	N511100w 160401
OM2S	N710100z 170401
OM5S	Ny03100a 180901
OM7S	Ny01100f 160901
ON7	Weiye Holdings Limited
OU8	Centurion Corporation Limited
OV8	Sheng Siong Group Ltd
P01	Poh Tiong Choon Logistics Ltd
P07	Pne Industries Ltd
P11	Pacific Andes Resources Devltd
P12	Powermatic Data Systems Ltd
P13	Penguin International Limited
P15	Pacific Century Regional Devts
P19	Pci Ltd
P29	Popular Holdings Limited
P2P	Lyxor Etf Thai Set 10
P2Q	Lyxor Etf Indonesia 10
P30	United Fiber System Limited
P31	Pharmesis International Ltd.
P34	Petra Foods Limited
P36	Pan Hong Property Group Ltd
P40U	Starhill Global Reit
P47	Pacific Healthcare Hldgs Ltd
P52	Pan-united Corporation Ltd
P58	Lyxor China H 10
P5P	Cimb S&p Asia Pacific Dividend
P60	Lyxor Asia 10
P74	China Kangda Food Company Ltd
P7VU	Hutchison Port Hldgs Trust S$
P82	Plastoform Holdings Limited
P8A	Cordlife Group Limited
P8Z	Bumitama Agri Ltd.
P9D	Civmec Limited
P9GZ	Genting Sps$500m5.125% Perpsec
P9J	Global Premium Hotels Limited
P9KW	Psl Holdings W170422
PA3	Ta Corporation Ltd
PG7W	Eu Yan Sang Intl W161128
PH0	Vgo Corporation Limited
PH1S	Na12100n 420202
PU6D	Hsbc Adr 10
PW3Z	Capitamallastrs$400m3.8%220112
Q01	Qaf Ltd
Q0F	Ihh Healthcare Berhad
Q0W	Jb Foods Limited
Q0X	Ultro Technologies Limited
Q1P	Ascendas Hospitality Trust
Q3JW	Second Chance Prop W170724
Q5T	Far East Hospitality Trust
Q7W	Lantrovision (s) Ltd
QC7	Q & M Dental Group (s) Limited
QF6	Swee Hong Limited
QG1	Metech International Limited
QK9	Is Msci India 100 S$
QL0	Ishares Asia Lc1-3ybond Etf S$
QL1	Ishares Asialoc Curbond Etf S$
QL2	Ishares Usd Asia Bond Etf S$
QL3	Ishares Usd Asia Hy Bond Etfs$
QN7W	Baker Technology Ltd W150605
QR9	Cimb S&p Asia Pac Dividend S$
QS0	Cimb Ft Asean 40 100 S$
QS9	Radiance Group Limited
QX4W	Metech International W150627
R01	Raffles Medical Group Ltd
R07	Rotary Engineering Limited
R14	Ramba Energy Limited
R1KS	N213100s 150201
R1LS	N513100t 180401
R1MS	Nx13100h 230701
R1NS	Nz13100v 330901
R5UW	Liongold Corp Ltd W151217
R5VW	Hai Leck Holdings W180105
R9IW	Olam International W180129
R9JZ	Olam Us$750m 6.75%b180129
RC5	Triyards Holdings Limited
RE2	Courts Asia Limited
RE4	Geo Energy Resources Limited
RF1U	Religare Health Trust
RF7	Gaylin Holdings Limited
RQ1	Overseas Education Limited
RS1	China Environmental Res Gp Ltd
RW0U	Mapletree Greater Chinacomm Tr
S05	Sim Lian Group Limited
S07	Shangri-la Asia Limited
S08	Singapore Post Limited
S10	Super Group Ltd.
S13	Sp Corporation Limited
S19	Singapore Shipping Corp Ltd
S20	Straits Trading Co. Ltd
S21	Genting Hong Kong Limited
S23	Singapura Finance Ltd
S24	Stats Chippac Ltd
S27	Spdr S&p 500 Etf Trust
S29	Stamford Tyres Corporationltd
S2D	Tosei Corporation
S35	Sing Investments & Finance Ltd
S3N	Okh Global Ltd.
S3TB	Tiger Airways S$219.67m2%perpc
S41	Hong Leong Finance Limited
S44	Engro Corporation Limited
S45U	Singapore Index Fund
S46	San Teh Limited
S49	Singapore Reinsurance Cor Ltd
S51	Sembcorp Marine Ltd
S53	Smrt Corporation Ltd
S56	Samudera Shipping Line Ltd
S58	Sats Ltd.
S59	Sia Engineering Co Ltd
S61	Sbs Transit Ltd
S63	Singapore Tech Engineering Ltd
S68	Singapore Exchange Limited
S69	Serial System Ltd
S6NU	Croesus Retail Trust
S71	Sunright Ltd
S73	Stratech Systems Limited
S7OU	Asian Pay Television Trust
S7P	Soilbuild Construction Grp Ltd
S85	Straco Corporation Limited
S91	Chinavision Media Grp Limited
S9B	Tee Land Limited
SH3W	Acma Ltd W160707
SH8	Dbxt Iboxx Indonesia Etf 10
SK3	Krisenergy Ltd.
SK6U	Sph Reit
SK7	Oue Hospitality Trust
SO7	Yangzijiang Shipbldg Hldgs Rmb
SQ5W	Dbs Mb Ecw150102
SQ6W	Ocbc Bk Mb Ecw150102
SQ7W	Singapore Exchangembecw150102
SQ8W	Uob Mb Ecw150102
SR0W	Capitaland Mb Ecw150102
SR2W	Globallogisticpropmbecw150102
SR3W	Yanlord Mb Ecw150102
SR8W	Cosco Corp Mb Ecw150102
SR9W	Ezion Mb Ecw150102
SS0W	Ezra Mb Ecw150102
SS2W	Sembcorp Marine Mb Ecw150102
SS3W	Vard Holdings Mb Ecw150102
ST7W	Genting Sin Mb Ecw150102
ST8W	Biosensors Mb Ecw150102
SU0W	Nol Mb Ecw150102
SU1W	Yangzijiang Mb Ecw150102
SU7W	Wilmar Mb Ecw150102
SU8W	Olam Mb Ecw150102
SU9W	Noble Group Mb Ecw150102
SV0W	Indofood Agri Mb Ecw150102
SV3U	Soilbuild Business Space Reit
SV5W	Heeton Holdings Limitedw150903
SW0W	Starhub Mb Ecw150102
SW1W	Singtel Mb Ecw150119
SW2W	St Engg Mb Ecw150102
SW3W	Singapore Press Mbecw150102
SW4W	Comfortdelgro Mb Ecw150102
T03	Tat Hong Holdings Ltd
T04	Thakral Corporation Ltd
T06	Tiong Woon Corp Holding Ltd
T08	Tye Soon Ltd
T09	Tt International Limited
T12	Tat Seng Packaging Group Ltd
T13	Rh Petrogas Limited
T14	Tianjin Zhong Xin Pharm Group
T15	Tan Chong Int'l Ltd
T16	China Dairy Group Ltd
T18	Tpv Technology Limited
T19	Transview Holdings Limited
T1NW	China Gaoxian Fibrefab W180918
T20	Scintronix Corporation Ltd.
T24	Tuan Sing Holdings Limited
T28	Teledata (singapore) Ltd
T35	Sunningdale Tech Ltd
T39	Singapore Press Hldgs Ltd
T3WW	Sti 3150 Mb Epw141231
T3XW	Sti 3450 Mb Ecw141231
T41	Telechoice International Ltd
T42	China Auto Electronics Grp Ltd
T43	Techcomp (holdings) Limited
T4B	Sino Grandness Food Ind Gp Ltd
T4E	Compact Metal Industries Ltd
T55	Transpac Industrial Hldgs Ltd
T5MW	Rowsley Ltd W161003
T6I	Valuemax Group Limited
T77	Southern Packaging Group Ltd
T7UW	Centurion Corporation W171027
T82U	Suntec Real Estate Inv Trust
T8B	Viva Industrial Trust
T8FS	Ny14100e 290701
T8GS	N514100h 191001
T8JU	Saizen Real Estate Inv Trust
T8LW	Wilmar Mb Ecw150701
T8NW	Kepcorp Mb Ecw150601
T8OW	Dbs Mb Ecw150701
T8UW	Isdn Holdings Limited W181110
T8V	Pacific Radiance Ltd.
T8WW	Compact Metal Indus W161110
TA6W	Technics Oil & Gas W161209
TF0W	Grp Ltd W151127
TF9W	Capitaland Mb Ecw150601
TI4W	Ezion Mb Ecw141103
TI6	Linc Energy Ltd
TJ1W	Falcon Energy Grp Ltd W160618
TK8W	Olam Mb Ecw141103
TL0W	Vard Holdings Mb Ecw141103
TL3W	Cosco Corp Bp Ecw150105
TO9	Pan Ocean Co., Ltd.
TP2W	Hsi 21000 Mb Epw141230
TP3W	Hsi 25000 Mb Ecw141230
TP8W	Singapore Exchangembecw141201
TQ5	Frasers Centrepoint Limited
TS0U	Oue Commercial Reit
TY2W	Capitaland Mb Epw141103
TY6Z	Capitamalltrs$350m3.08%b210220
U01	United Food Holdings Limited
U04	United Engineers Ltd Ord
U05	United Engineers 7.5% Cum Pref
U06	United Industrial Corp Ltd
U09	Upp Holdings Limited
U0EW	Ascendas Reit Mb Ecw141103
U10	Uob-kay Hian Holdings Limited
U11	United Overseas Bank Ltd
U13	United Overseas Insurance Ltd
U14	Uol Group Limited
U18	Unified Communications Hldgltd
U19	United Envirotech Ltd
U2KW	Chasen Holdings W170320
U3WW	Capitaland Mb Ecw160104
U3YW	Kepcorp Mb Ecw160104
U4FW	Singtel Mb Ecw160104
U4GW	Uob Mb Ecw160104
U4LW	Sti 3300 Mb Ecw141031
U4MW	Globallogisticpropmbepw150105
U4QW	Singtel Mb Epw150202
U4SW	Singtel Mb Ecw150202
U4TW	Noble Group Mb Epw150105
U4UW	Noble Group Mb Epw150202
U4VW	Noble Group Mb Ecw150105
U4XW	Ocbc Bk Mb Ecw150105
U5CW	Sti 3350 Mb Epw141031
U5EW	Yangzijiang Mb Ecw150105
U6C	Pacc Offshore Svcs Hldg Ltd.
U77	Sarin Technologies Ltd
U7NW	Hai Leck Holdings W190513
U7OW	Posh Mb Ecw150102
U7PW	Posh Mb Ecw150202
U7UW	Capitaland Mb Epw150102
U7VW	Capitaland Mb Epw150203
U7WW	Capitaland Mb Ecw150202
U8AW	Ezion Mb Ecw141103a
U8BW	Ezion Mb Ecw150202
U8CW	Nol Mb Ecw150401
U8DW	Kepcorp Mb Epw141201
U8FW	Genting Sin Mb Ecw150202
U8HW	Globallogisticpropmbepw150102
U8IW	Indofood Agri Mb Ecw150504
U8JW	Kepcorp Mb Ecw141201
U8KW	Kepcorp Mb Epw141103
U8MW	Sembcorp Marine Mb Ecw150302
U8OW	Singapore Exchangembecw150105
U8PW	Ocbc Bk Mb Epw150401
U8QW	Ocbc Bk Mb Epw150302
U8RW	Ocbc Bk Mb Ecw150302
U8SW	Ocbc Bk Mb Ecw150107
U8TW	Noble Group Mb Ecw150401
U96	Sembcorp Industries Ltd
U9BW	Wilmar Mb Epw150302
U9CW	Ftsechinaa50 7600 Mbecw141127
U9DW	Ftsechinaa50 7000 Mbepw141127
U9E	Hankore Environment Tec Grpltd
U9HW	Hsi 24000 Ub Ecw141030
U9LW	Tih Limited W170519
UB9W	Cosco Corp Mb Ecw150202
UC0W	Tee International W170526
UC4W	Dbs Mb Ecw150106
UC6W	Singapore Exchangembecw150302
UC9W	Ols Enterprise Ltd. W170825
UD1U	Ireit Global
UD2	Japfa Ltd.
UD3	Pteris Global Limited
UD9W	Hsi 26800 Ub Ecw150129
UE0W	Hsi 23000 Ub Epw150129
UE2W	Hsi 25000 Ub Epw141230
UE3W	Mun Siong Engineering W170908
UE4W	Mun Siong Engg W170908 200
UI1W	Hsi 25000 Mb Epw141030
UI2W	Hsi 24600 Mb Ecw141030
UI3W	Hsi 25200 Mb Ecw141030
UI4W	Hsi 25800 Mb Ecw141030
UI5W	Hsi 24400 Mb Epw141030
UI9W	Japfa Mb Ecw150901
UJ0W	Hsi 24800 Vt Epw141030
UJ1W	Hsi 25300 Vt Ecw141030
UJ2W	Hsi 25500 Vt Ecw141030
UJ3W	Hsi 24500 Vt Epw141127
UJ4W	Hsi 25400 Vt Ecw141127
UJ5W	Hsi 25800 Vt Ecw141127
UJ6W	Hsi 24800 Mb Ecw141127
UJ7W	Hsi 25200 Mb Ecw141127
UJ8W	Hsi 25600 Mb Ecw141127
UJ9W	Hsi 24600 Mb Epw141127
UK0W	Hsi 25000 Mb Epw141127
UK3W	Ftsechinaa50 8200 Mbecw150129
UK5W	Wilmar Mb Ecw151001
UK6W	Kepcorp Mb Epw150302
UK7W	Dbs Mb Epw150202
UK8W	Hscei 11600 Bp Ecw141230
UL0W	Genting Sin Mb Ecw150302
UL1W	Genting Sin Mb Epw150303
UL2W	Hsi 24000 Ub Ecw141230
UL3W	Hsi 25400 Ub Ecw150129
UL4W	Hsi 27200 Ub Ecw150129
UL6W	Hsi 25800 Ub Epw150226
UL7W	Hsi 23800 Mb Epw141030
UL8W	Hsi 24000 Mb Epw141127
UL9W	Kepcorp Mb Ecw150303
UM0W	Uob Mb Epw150203
UM2W	Vard Holdings Mb Ecw151001
UM3W	Sti 3300 Mb Ecw141231
UM4	Oversea-chinese Banking Co 125
UM8	United Overseasbankltd.es.1410
UN1	Sembcorp Marine Ltd.es.1410
UN4	Singaporetechengineeri.es.1410
UN6	Singapore Exchange.es.1410
UN8	Oversea-chinesebanking.es.1410
UO4	Keppel Corporation.es.1410
UO5	Indofood Agri Res.es.1410
UP2	Capitaland Limited.es.1410
UP6W	Hsi 24200 Mb Ecw141127
UP7W	Hsi 24000 Mb Ecw141030
UP9W	Hsi 23600 Mb Ecw141127
UQ0W	Hsi 23400 Mb Epw141127
UQ1R	Jb Foods Limited R
UQ2R	Jb Foods Limited R500
UQ4	Emas Offshore Limited
UQ5W	Hsi 23000 Mb Ecw141127
UQ6W	Hsi 22800 Mb Epw141127
UQ7	Blue Sky Power Holdingslimited
UQ9W	Sembcorp Marine Mb Epw150519
UR1W	Nikkei225 16000 Mb Ecw150313
UR2W	Nikkei225 17500 Mb Ecw150313
UR3W	Nikkei225 19000 Mb Ecw150313
UR4W	Nikkei225 14000 Mb Epw150313
UR5W	Nikkei225 15500 Mb Epw150313
UR8R	Innopac Holdings Limited R
US0W	Dbs Vt Ecw150202
US2W	Dbs Vt Epw150202
US3W	Uob Vt Ecw150202
US5W	Uob Vt Epw150202
US6W	Ocbc Bk Vt Ecw150202
US8W	Ocbc Bk Vt Epw150202
UT1W	Kepcorp Vt Epw150202
UT2W	Globallogisticpropmbecw151001
UT3W	Uob Mb Ecw150302
UT4W	Dbs Mb Ecw150302
UT5W	Hsi 22600 Mb Ecw141230
UT6W	Hsi 23200 Mb Ecw141230
UT7W	Hsi 22400 Mb Epw141230
UT8W	Hsi 23000 Mb Epw141230
UT9W	Sti 3200 Mb Ecw150227
UU1W	Kepcorp Mb Ecw150401
UU2W	Kepcorp Mb Epw150330
UU3W	Ezion Mb Ecw150504
UU6W	Hsi 22600 Vt Epw141127
UU7W	Hsi 23500 Vt Ecw141127
UU8W	Hsi 24000 Vt Ecw141127
UV0W	Hsi 24500 Vt Ecw141230
UV1	Hisaka Holdings Ltd.
UV2	Hisaka Holdings Ltd. 333
UW3	Indofood Agri Res.es.1411
UW4	Keppel Corporation.es.1411
UX0	Oversea-chinesebanking.es.1411
UY0	United Overseasbankltd.es.1411
UY4W	Hsi 23800 Mb Ecw141230
V01	Vicom Ltd
V03	Venture Corporation Limited
V69	Union Steel Holdings Limited
W05	Wing Tai Hldgs Ltd
W12	Willas-array Elec (hldgs) Ltd
W81	Sky China Petroleum Svcs Ltd.
X04	Sp Ausnet
X06	Sinopipe Holdings Limited
X27	Shanghai Turbo Enterprises Ltd
X64	Star Pharmaceutical Limited
Y02	Yongnam Holdings Limited
Y03	Yeo Hiap Seng Ltd
Y06	Youcan Foods International Ltd
Y07	Global Yellow Pages Limited
Y08	Yhi International Limited
Y34	Sunshine Holdings Limited
Y35	Sun East Group Limited
Y45	Singapore Windsor Holdings Ltd
Y92	Thai Beverage Public Co Ltd
Z01	Zagro Asia Limited
Z25	Yanlord Land Group Limited
Z59	Yoma Strategic Holdings Ltd
Z74	Singtel
Z77	Singtel 10
Z78	Singtel 100
